Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Status,Ticket Priority,Ticket Channel,Viewed Ticket,Ticket Solved,Customer Satisfaction Rating
54,1,Samsung Galaxy,05-01-2021,Product inquiry,0,3,Chat,0,0,0
20,0,Adobe Photoshop,17-11-2021,Refund request,2,1,Chat,1,1,2
59,0,Nest Thermostat,16-09-2020,Product inquiry,2,2,Email,1,1,4
34,0,Amazon Kindle,21-05-2021,Technical issue,2,3,Chat,1,1,4
41,0,Dell XPS,09-09-2020,Technical issue,1,2,Email,1,0,0
58,0,Google Nest,14-08-2020,Cancellation request,0,0,Phone,0,0,0
32,1,Canon EOS,10-01-2020,Technical issue,1,1,Chat,1,0,0
53,1,Nest Thermostat,16-08-2021,Product inquiry,0,1,Email,0,0,0
38,1,Adobe Photoshop,03-12-2021,Refund request,1,0,Social media,1,0,0
40,0,Fitbit Versa Smartwatch,07-08-2021,Technical issue,1,1,Phone,1,0,0
62,0,Samsung Galaxy,13-10-2020,Technical issue,2,2,Chat,1,1,5
45,1,Philips Hue Lights,07-08-2020,Billing inquiry,1,3,Phone,1,0,0
42,0,Roomba Robot Vacuum,24-11-2021,Refund request,2,2,Email,1,1,2
33,0,Adobe Photoshop,25-11-2020,Product inquiry,2,2,Phone,1,1,1
41,0,LG Washing Machine,30-06-2021,Product inquiry,1,1,Social media,1,0,0
26,0,LG Smart TV,14-01-2020,Cancellation request,0,0,Email,0,0,0
59,1,Xbox,21-04-2021,Product inquiry,1,1,Phone,1,0,0
36,0,Roomba Robot Vacuum,07-10-2020,Refund request,1,0,Email,1,0,0
25,1,Sony PlayStation,07-12-2021,Refund request,2,1,Email,1,1,4
53,0,Xbox,29-03-2020,Technical issue,2,3,Social media,1,1,5
46,1,LG OLED,01-10-2021,Product inquiry,0,0,Email,0,0,0
26,0,Amazon Kindle,01-10-2021,Billing inquiry,2,1,Chat,1,1,4
55,0,Samsung Soundbar,07-04-2020,Cancellation request,2,0,Chat,1,1,5
38,1,Dyson Vacuum Cleaner,22-04-2021,Cancellation request,1,3,Social media,1,0,0
24,1,Fitbit Versa Smartwatch,24-09-2021,Cancellation request,1,1,Phone,1,0,0
60,1,Microsoft Xbox Controller,13-09-2021,Technical issue,0,3,Social media,0,0,0
21,1,Sony 4K HDR TV,21-02-2021,Cancellation request,2,2,Phone,1,1,3
20,0,HP Pavilion,18-07-2021,Technical issue,0,1,Phone,0,0,0
37,1,Canon DSLR Camera,01-09-2021,Refund request,1,3,Email,1,0,0
22,0,Samsung Galaxy,02-01-2020,Cancellation request,2,2,Email,1,1,1
52,0,Adobe Photoshop,05-05-2021,Technical issue,0,3,Phone,0,0,0
26,1,Microsoft Surface,02-10-2021,Technical issue,2,2,Email,1,1,2
56,1,LG Washing Machine,23-09-2021,Billing inquiry,2,1,Email,1,1,1
34,0,Nikon D,28-05-2021,Refund request,0,0,Social media,0,0,0
38,1,HP Pavilion,06-04-2021,Product inquiry,0,1,Phone,0,0,0
41,0,LG Washing Machine,08-04-2020,Product inquiry,0,3,Phone,0,0,0
24,0,HP Pavilion,30-03-2020,Cancellation request,0,3,Social media,0,0,0
33,0,Dell XPS,31-08-2021,Product inquiry,1,3,Social media,1,0,0
69,0,Sony Xperia,08-08-2021,Technical issue,2,0,Social media,1,1,3
50,0,HP Pavilion,19-10-2021,Product inquiry,0,1,Phone,0,0,0
28,0,iPhone,28-07-2020,Refund request,2,2,Social media,1,1,1
47,0,Dell XPS,23-07-2021,Cancellation request,2,3,Phone,1,1,5
22,1,Nikon D,25-05-2020,Refund request,2,2,Phone,1,1,4
39,1,Dyson Vacuum Cleaner,28-05-2021,Refund request,2,2,Email,1,1,2
57,1,Asus ROG,27-06-2021,Cancellation request,0,0,Social media,0,0,0
23,1,Dell XPS,23-08-2020,Technical issue,2,2,Phone,1,1,2
43,1,Roomba Robot Vacuum,16-07-2021,Refund request,2,3,Social media,1,1,5
22,1,Samsung Galaxy,21-04-2021,Product inquiry,0,2,Chat,0,0,0
51,0,Fitbit Versa Smartwatch,16-02-2021,Billing inquiry,2,3,Email,1,1,5
67,1,Microsoft Xbox Controller,17-03-2021,Technical issue,2,2,Email,1,1,2
70,0,Sony PlayStation,09-12-2021,Cancellation request,1,3,Chat,1,0,0
36,0,Philips Hue Lights,19-10-2020,Cancellation request,0,0,Phone,0,0,0
65,0,Amazon Echo,14-07-2020,Billing inquiry,1,0,Phone,1,0,0
51,1,Amazon Echo,13-10-2021,Billing inquiry,1,3,Chat,1,0,0
50,0,Sony PlayStation,19-11-2020,Billing inquiry,1,2,Phone,1,0,0
24,1,Lenovo ThinkPad,01-12-2020,Cancellation request,1,3,Social media,1,0,0
36,1,Sony Xperia,26-09-2020,Technical issue,2,0,Email,1,1,2
40,1,Dyson Vacuum Cleaner,01-05-2020,Product inquiry,1,3,Email,1,0,0
51,0,Samsung Soundbar,17-09-2021,Cancellation request,1,3,Social media,1,0,0
70,0,Asus ROG,08-04-2021,Billing inquiry,0,2,Social media,0,0,0
34,1,Autodesk AutoCAD,01-08-2021,Billing inquiry,1,1,Phone,1,0,0
31,0,iPhone,10-01-2021,Cancellation request,2,3,Email,1,1,1
45,0,Amazon Kindle,14-12-2021,Technical issue,0,0,Phone,0,0,0
67,0,Sony Xperia,27-09-2020,Billing inquiry,1,3,Social media,1,0,0
60,1,Canon EOS,27-06-2021,Cancellation request,2,1,Phone,1,1,3
56,1,Sony Xperia,10-09-2021,Cancellation request,0,0,Social media,0,0,0
32,0,Samsung Galaxy,27-09-2021,Billing inquiry,0,3,Phone,0,0,0
53,0,Roomba Robot Vacuum,04-07-2021,Technical issue,1,1,Email,1,0,0
58,1,Garmin Forerunner,15-08-2021,Billing inquiry,0,3,Chat,0,0,0
65,1,Sony 4K HDR TV,17-11-2021,Product inquiry,1,3,Phone,1,0,0
51,1,Fitbit Versa Smartwatch,25-12-2021,Refund request,1,1,Social media,1,0,0
38,0,Autodesk AutoCAD,21-12-2021,Technical issue,1,3,Email,1,0,0
69,0,Roomba Robot Vacuum,11-02-2020,Billing inquiry,0,0,Phone,0,0,0
35,1,Canon EOS,05-07-2021,Billing inquiry,1,0,Email,1,0,0
51,1,Apple AirPods,19-02-2020,Cancellation request,1,1,Social media,1,0,0
42,0,Nest Thermostat,30-12-2021,Product inquiry,0,3,Email,0,0,0
51,1,Samsung Soundbar,08-08-2021,Cancellation request,0,2,Email,0,0,0
63,1,Sony PlayStation,24-10-2020,Cancellation request,1,1,Chat,1,0,0
56,0,Dyson Vacuum Cleaner,04-04-2020,Product inquiry,2,3,Social media,1,1,2
19,1,Fitbit Versa Smartwatch,01-02-2021,Product inquiry,0,0,Phone,0,0,0
48,1,Sony 4K HDR TV,06-11-2021,Billing inquiry,1,0,Email,1,0,0
52,0,PlayStation,27-11-2021,Refund request,2,2,Social media,1,1,2
42,1,Lenovo ThinkPad,29-09-2020,Product inquiry,0,3,Phone,0,0,0
70,1,MacBook Pro,05-11-2021,Cancellation request,0,0,Email,0,0,0
44,0,Lenovo ThinkPad,29-05-2020,Technical issue,0,0,Social media,0,0,0
31,0,Canon DSLR Camera,01-02-2021,Cancellation request,2,3,Chat,1,1,4
34,0,Google Nest,14-06-2021,Technical issue,2,3,Social media,1,1,4
53,0,LG Smart TV,02-07-2021,Refund request,2,1,Social media,1,1,5
29,0,Nintendo Switch Pro Controller,15-04-2020,Product inquiry,0,1,Email,0,0,0
41,0,LG OLED,29-11-2020,Product inquiry,1,3,Chat,1,0,0
25,0,PlayStation,07-02-2020,Technical issue,0,3,Chat,0,0,0
69,1,Asus ROG,06-10-2021,Technical issue,2,2,Social media,1,1,2
68,1,iPhone,12-10-2021,Cancellation request,2,0,Chat,1,1,4
64,0,Fitbit Charge,27-01-2021,Refund request,2,3,Email,1,1,4
25,0,Lenovo ThinkPad,24-07-2020,Refund request,1,2,Email,1,0,0
57,1,MacBook Pro,07-04-2021,Billing inquiry,2,3,Social media,1,1,3
25,1,Nintendo Switch Pro Controller,10-11-2021,Cancellation request,0,2,Chat,0,0,0
28,1,Canon EOS,15-12-2020,Cancellation request,2,0,Email,1,1,5
44,0,Google Pixel,22-05-2021,Technical issue,2,2,Phone,1,1,3
20,0,Amazon Echo,05-11-2020,Product inquiry,0,1,Social media,0,0,0
61,1,LG OLED,20-07-2021,Cancellation request,2,0,Email,1,1,4
55,0,Sony 4K HDR TV,18-11-2020,Refund request,0,1,Chat,0,0,0
41,0,Bose SoundLink Speaker,25-05-2020,Technical issue,0,1,Chat,0,0,0
46,0,Autodesk AutoCAD,10-05-2020,Product inquiry,0,0,Email,0,0,0
21,1,Microsoft Office,09-12-2021,Billing inquiry,0,3,Email,0,0,0
19,1,HP Pavilion,01-10-2020,Product inquiry,2,1,Phone,1,1,2
70,0,Canon EOS,22-05-2021,Technical issue,2,2,Social media,1,1,5
19,1,LG Smart TV,17-07-2021,Billing inquiry,2,3,Phone,1,1,2
35,0,Microsoft Xbox Controller,28-03-2021,Cancellation request,0,1,Phone,0,0,0
35,0,Adobe Photoshop,07-11-2021,Refund request,2,2,Email,1,1,1
64,1,Xbox,05-10-2021,Refund request,1,0,Phone,1,0,0
70,0,Microsoft Xbox Controller,08-08-2021,Refund request,2,2,Social media,1,1,4
48,0,GoPro Hero,22-05-2020,Refund request,2,0,Social media,1,1,3
64,1,Fitbit Charge,30-09-2021,Refund request,0,2,Social media,0,0,0
60,0,Dyson Vacuum Cleaner,29-05-2020,Product inquiry,1,0,Email,1,0,0
54,0,Google Pixel,18-10-2020,Cancellation request,0,2,Social media,0,0,0
52,0,Sony 4K HDR TV,26-09-2020,Billing inquiry,0,0,Email,0,0,0
48,1,Adobe Photoshop,28-01-2021,Technical issue,1,2,Email,1,0,0
55,0,Roomba Robot Vacuum,02-08-2020,Cancellation request,1,2,Phone,1,0,0
62,0,LG OLED,14-11-2020,Billing inquiry,2,2,Social media,1,1,4
63,1,PlayStation,21-11-2020,Product inquiry,2,3,Social media,1,1,1
68,0,Asus ROG,05-08-2021,Product inquiry,0,2,Social media,0,0,0
22,0,Canon DSLR Camera,30-12-2021,Billing inquiry,2,3,Social media,1,1,2
21,1,LG Smart TV,29-10-2020,Refund request,2,3,Social media,1,1,3
50,1,Sony 4K HDR TV,13-10-2020,Technical issue,0,0,Phone,0,0,0
29,1,Autodesk AutoCAD,21-03-2020,Product inquiry,2,2,Email,1,1,5
47,0,Adobe Photoshop,23-10-2021,Billing inquiry,0,2,Social media,0,0,0
40,0,MacBook Pro,25-04-2020,Billing inquiry,2,3,Chat,1,1,2
35,0,Google Pixel,30-09-2020,Refund request,0,3,Social media,0,0,0
27,1,Nest Thermostat,02-08-2020,Refund request,1,0,Email,1,0,0
39,1,Nikon D,12-04-2020,Refund request,1,3,Phone,1,0,0
23,0,Nest Thermostat,26-10-2021,Product inquiry,2,0,Social media,1,1,1
67,0,GoPro Action Camera,22-04-2020,Product inquiry,0,2,Social media,0,0,0
33,1,GoPro Hero,09-07-2021,Cancellation request,1,1,Email,1,0,0
60,1,LG Smart TV,07-12-2020,Billing inquiry,0,3,Email,0,0,0
53,0,Lenovo ThinkPad,17-11-2021,Product inquiry,2,0,Chat,1,1,5
27,0,MacBook Pro,05-09-2020,Technical issue,0,1,Email,0,0,0
48,1,Garmin Forerunner,16-04-2020,Refund request,2,2,Chat,1,1,5
66,1,Xbox,09-06-2021,Product inquiry,2,1,Social media,1,1,1
34,1,LG Smart TV,02-02-2021,Cancellation request,1,3,Social media,1,0,0
57,0,Nintendo Switch Pro Controller,16-11-2021,Refund request,0,1,Chat,0,0,0
61,0,LG OLED,31-03-2020,Product inquiry,2,3,Email,1,1,3
56,1,Adobe Photoshop,06-07-2021,Billing inquiry,0,0,Social media,0,0,0
27,0,Samsung Soundbar,08-06-2021,Cancellation request,1,1,Email,1,0,0
34,1,Dyson Vacuum Cleaner,02-08-2021,Cancellation request,2,2,Chat,1,1,1
53,1,Bose SoundLink Speaker,14-04-2020,Billing inquiry,1,1,Chat,1,0,0
59,0,Microsoft Surface,18-07-2021,Refund request,1,3,Phone,1,0,0
40,0,Samsung Galaxy,29-08-2020,Cancellation request,0,2,Email,0,0,0
21,0,PlayStation,27-03-2021,Refund request,1,2,Chat,1,0,0
47,1,Microsoft Office,27-02-2021,Product inquiry,2,3,Chat,1,1,2
56,1,Amazon Kindle,21-09-2020,Product inquiry,0,0,Email,0,0,0
21,0,Fitbit Charge,28-07-2020,Billing inquiry,1,0,Email,1,0,0
24,1,Microsoft Xbox Controller,29-08-2020,Refund request,1,3,Chat,1,0,0
57,0,Dyson Vacuum Cleaner,17-09-2021,Cancellation request,0,3,Social media,0,0,0
57,0,Microsoft Office,13-09-2021,Billing inquiry,2,1,Social media,1,1,3
35,0,Bose SoundLink Speaker,24-09-2020,Cancellation request,2,1,Email,1,1,4
28,0,LG Smart TV,09-06-2021,Refund request,2,3,Chat,1,1,3
64,1,Adobe Photoshop,29-02-2020,Refund request,1,0,Phone,1,0,0
62,0,Nikon D,16-02-2021,Billing inquiry,0,1,Chat,0,0,0
19,1,Philips Hue Lights,12-07-2021,Billing inquiry,0,2,Phone,0,0,0
32,0,Canon EOS,24-10-2021,Billing inquiry,2,0,Social media,1,1,2
54,1,Sony 4K HDR TV,09-08-2021,Technical issue,1,2,Email,1,0,0
23,1,HP Pavilion,31-01-2020,Billing inquiry,1,0,Email,1,0,0
67,0,Dell XPS,04-09-2021,Product inquiry,1,3,Social media,1,0,0
32,0,Sony Xperia,18-08-2021,Technical issue,1,1,Email,1,0,0
20,0,Fitbit Charge,24-12-2021,Refund request,1,2,Email,1,0,0
59,0,Canon EOS,09-07-2021,Technical issue,0,2,Phone,0,0,0
59,1,Philips Hue Lights,24-08-2021,Billing inquiry,2,3,Chat,1,1,1
31,0,Nest Thermostat,08-04-2020,Cancellation request,2,3,Social media,1,1,5
32,0,Sony 4K HDR TV,07-02-2020,Billing inquiry,2,0,Social media,1,1,5
62,1,LG Smart TV,14-11-2021,Product inquiry,1,0,Email,1,0,0
51,0,Amazon Echo,14-06-2021,Cancellation request,0,2,Chat,0,0,0
29,1,Bose QuietComfort,17-05-2020,Cancellation request,0,0,Chat,0,0,0
19,0,Bose QuietComfort,23-07-2021,Refund request,2,0,Chat,1,1,1
34,0,LG Smart TV,22-07-2021,Refund request,2,3,Email,1,1,3
50,0,LG Washing Machine,28-12-2020,Refund request,0,1,Chat,0,0,0
59,0,Apple AirPods,21-09-2020,Billing inquiry,1,1,Email,1,0,0
41,1,GoPro Action Camera,23-11-2021,Technical issue,2,0,Email,1,1,5
50,0,LG Smart TV,14-08-2020,Product inquiry,2,1,Social media,1,1,3
21,1,Sony 4K HDR TV,16-12-2021,Refund request,1,1,Email,1,0,0
52,1,Dell XPS,21-10-2020,Billing inquiry,2,2,Chat,1,1,5
38,0,Microsoft Surface,03-06-2020,Cancellation request,2,3,Social media,1,1,1
38,1,Microsoft Surface,17-05-2020,Refund request,2,3,Email,1,1,1
59,1,Bose SoundLink Speaker,03-04-2021,Refund request,0,1,Social media,0,0,0
51,1,LG Smart TV,22-03-2020,Technical issue,1,3,Chat,1,0,0
36,0,Microsoft Surface,20-12-2020,Cancellation request,1,3,Social media,1,0,0
30,0,Google Nest,12-05-2020,Refund request,2,1,Email,1,1,1
53,1,Lenovo ThinkPad,17-01-2020,Refund request,2,1,Email,1,1,2
24,1,Adobe Photoshop,01-01-2021,Technical issue,1,0,Chat,1,0,0
27,0,Philips Hue Lights,04-10-2021,Technical issue,2,1,Phone,1,1,3
59,1,Garmin Forerunner,25-10-2021,Product inquiry,1,1,Chat,1,0,0
35,1,Nest Thermostat,19-02-2021,Product inquiry,0,3,Phone,0,0,0
62,1,Sony 4K HDR TV,15-05-2021,Billing inquiry,2,0,Email,1,1,1
42,0,Microsoft Surface,04-04-2020,Product inquiry,0,2,Chat,0,0,0
29,0,Microsoft Office,29-12-2021,Technical issue,2,2,Chat,1,1,5
51,1,Google Pixel,14-06-2020,Cancellation request,1,1,Email,1,0,0
53,1,LG Washing Machine,15-12-2020,Refund request,2,3,Chat,1,1,1
48,0,Nest Thermostat,03-03-2021,Refund request,0,0,Phone,0,0,0
63,0,Xbox,09-06-2021,Billing inquiry,1,1,Email,1,0,0
28,0,Nest Thermostat,08-03-2020,Billing inquiry,2,1,Phone,1,1,2
34,1,Nikon D,08-05-2020,Billing inquiry,1,3,Phone,1,0,0
24,0,Nintendo Switch Pro Controller,04-04-2020,Refund request,0,2,Email,0,0,0
68,1,Sony 4K HDR TV,27-05-2020,Billing inquiry,1,2,Phone,1,0,0
68,0,MacBook Pro,11-05-2020,Refund request,0,2,Email,0,0,0
24,0,Bose SoundLink Speaker,06-10-2021,Product inquiry,1,1,Email,1,0,0
47,0,Garmin Forerunner,16-08-2020,Technical issue,0,2,Phone,0,0,0
33,0,Amazon Kindle,16-02-2021,Technical issue,0,3,Email,0,0,0
22,0,PlayStation,27-03-2021,Technical issue,2,1,Chat,1,1,3
18,1,HP Pavilion,26-06-2021,Billing inquiry,2,1,Email,1,1,2
56,0,iPhone,17-09-2021,Technical issue,0,2,Phone,0,0,0
22,1,Apple AirPods,02-10-2020,Billing inquiry,2,3,Chat,1,1,2
58,0,Adobe Photoshop,23-01-2020,Product inquiry,0,0,Email,0,0,0
55,0,Bose QuietComfort,03-10-2021,Product inquiry,2,2,Chat,1,1,1
43,1,Garmin Forerunner,26-09-2021,Refund request,1,2,Email,1,0,0
64,0,Apple AirPods,28-04-2020,Product inquiry,2,1,Email,1,1,5
21,0,Philips Hue Lights,25-12-2021,Billing inquiry,2,2,Chat,1,1,4
40,0,Amazon Echo,24-11-2020,Product inquiry,1,1,Social media,1,0,0
20,1,Nintendo Switch,14-01-2021,Cancellation request,0,0,Email,0,0,0
54,0,MacBook Pro,21-01-2020,Billing inquiry,0,1,Phone,0,0,0
58,0,Sony 4K HDR TV,17-09-2020,Product inquiry,2,3,Email,1,1,3
21,1,LG Washing Machine,28-06-2021,Refund request,2,3,Social media,1,1,2
28,0,Philips Hue Lights,01-09-2020,Product inquiry,0,2,Phone,0,0,0
33,1,Philips Hue Lights,16-02-2021,Technical issue,0,0,Chat,0,0,0
37,0,Lenovo ThinkPad,03-01-2020,Technical issue,0,0,Phone,0,0,0
52,0,GoPro Hero,01-04-2020,Product inquiry,2,0,Social media,1,1,2
19,0,Nikon D,05-03-2021,Product inquiry,2,3,Phone,1,1,3
63,1,Canon DSLR Camera,22-03-2021,Refund request,2,2,Social media,1,1,5
59,0,Fitbit Charge,04-07-2021,Technical issue,0,3,Email,0,0,0
65,0,Adobe Photoshop,22-06-2020,Billing inquiry,2,2,Chat,1,1,5
65,0,Nest Thermostat,15-01-2021,Product inquiry,2,2,Chat,1,1,3
48,0,Canon DSLR Camera,09-04-2020,Billing inquiry,1,1,Chat,1,0,0
56,0,Samsung Soundbar,25-08-2021,Billing inquiry,0,2,Email,0,0,0
47,1,Google Pixel,05-04-2021,Product inquiry,1,3,Chat,1,0,0
41,0,Roomba Robot Vacuum,04-05-2021,Refund request,1,0,Email,1,0,0
66,0,Bose SoundLink Speaker,27-10-2020,Billing inquiry,0,1,Phone,0,0,0
52,0,LG OLED,30-04-2021,Cancellation request,0,2,Email,0,0,0
22,0,Fitbit Versa Smartwatch,30-06-2021,Cancellation request,0,0,Phone,0,0,0
23,1,Bose QuietComfort,06-06-2021,Billing inquiry,1,1,Chat,1,0,0
22,1,Xbox,18-03-2021,Billing inquiry,1,0,Social media,1,0,0
42,0,Nikon D,14-09-2021,Product inquiry,2,1,Chat,1,1,2
59,1,iPhone,29-04-2020,Product inquiry,2,1,Social media,1,1,5
44,1,Garmin Forerunner,20-07-2021,Billing inquiry,2,0,Phone,1,1,1
52,1,Sony 4K HDR TV,29-11-2020,Refund request,0,0,Email,0,0,0
48,1,Dyson Vacuum Cleaner,01-12-2020,Product inquiry,1,3,Email,1,0,0
26,0,Canon EOS,18-10-2021,Refund request,0,1,Email,0,0,0
40,0,Samsung Soundbar,25-02-2020,Refund request,0,1,Chat,0,0,0
52,0,Garmin Forerunner,10-01-2020,Product inquiry,2,2,Social media,1,1,2
30,1,LG Washing Machine,01-12-2020,Technical issue,0,2,Social media,0,0,0
34,0,LG Smart TV,17-01-2020,Refund request,0,3,Social media,0,0,0
69,1,MacBook Pro,15-12-2021,Refund request,1,1,Phone,1,0,0
67,0,Garmin Forerunner,10-11-2020,Technical issue,2,0,Chat,1,1,4
29,0,Fitbit Charge,02-10-2020,Refund request,0,0,Phone,0,0,0
45,0,HP Pavilion,16-08-2020,Product inquiry,2,2,Email,1,1,5
58,1,Autodesk AutoCAD,13-01-2021,Refund request,0,0,Phone,0,0,0
60,0,Fitbit Charge,30-08-2020,Refund request,0,3,Social media,0,0,0
66,1,Google Pixel,22-11-2021,Product inquiry,2,3,Phone,1,1,5
30,0,iPhone,28-11-2020,Cancellation request,2,3,Email,1,1,2
19,0,LG OLED,14-04-2021,Refund request,1,1,Phone,1,0,0
58,1,Fitbit Versa Smartwatch,07-07-2021,Billing inquiry,1,2,Social media,1,0,0
37,1,Dyson Vacuum Cleaner,02-01-2020,Technical issue,2,1,Phone,1,1,4
52,0,Lenovo ThinkPad,23-11-2020,Cancellation request,0,1,Email,0,0,0
45,0,Canon EOS,25-12-2021,Refund request,2,2,Email,1,1,5
51,1,LG OLED,05-10-2020,Billing inquiry,1,3,Chat,1,0,0
69,0,Fitbit Versa Smartwatch,16-08-2020,Product inquiry,2,2,Email,1,1,4
41,0,GoPro Hero,15-09-2021,Product inquiry,1,3,Email,1,0,0
42,0,MacBook Pro,23-09-2021,Technical issue,2,0,Chat,1,1,3
23,0,Google Pixel,27-01-2020,Cancellation request,0,1,Phone,0,0,0
67,1,Samsung Soundbar,03-12-2021,Technical issue,1,0,Email,1,0,0
63,0,LG Washing Machine,18-03-2020,Cancellation request,0,2,Chat,0,0,0
37,0,MacBook Pro,06-05-2021,Technical issue,2,1,Email,1,1,1
34,0,MacBook Pro,23-03-2020,Billing inquiry,0,0,Email,0,0,0
23,1,PlayStation,19-07-2021,Billing inquiry,1,3,Social media,1,0,0
42,1,Bose QuietComfort,16-10-2021,Technical issue,1,3,Phone,1,0,0
24,1,Asus ROG,29-06-2021,Refund request,1,0,Chat,1,0,0
29,1,Microsoft Xbox Controller,08-07-2021,Product inquiry,1,0,Chat,1,0,0
60,0,Microsoft Office,11-09-2021,Product inquiry,0,1,Email,0,0,0
63,0,Canon DSLR Camera,05-01-2020,Cancellation request,0,0,Chat,0,0,0
31,0,Fitbit Charge,27-01-2020,Cancellation request,1,2,Email,1,0,0
35,0,Apple AirPods,10-03-2020,Refund request,0,3,Social media,0,0,0
37,1,Microsoft Surface,20-12-2020,Technical issue,2,2,Phone,1,1,2
18,0,Nintendo Switch,21-11-2020,Product inquiry,0,0,Phone,0,0,0
31,1,LG Smart TV,09-06-2021,Technical issue,1,3,Chat,1,0,0
21,1,Canon EOS,29-09-2021,Refund request,2,1,Phone,1,1,1
24,1,Garmin Forerunner,26-12-2020,Cancellation request,0,0,Chat,0,0,0
69,0,Dell XPS,25-11-2020,Billing inquiry,0,0,Chat,0,0,0
41,0,Roomba Robot Vacuum,05-09-2020,Product inquiry,2,1,Social media,1,1,4
42,0,Asus ROG,06-05-2020,Refund request,2,2,Email,1,1,5
54,0,Canon DSLR Camera,23-06-2021,Billing inquiry,1,1,Social media,1,0,0
63,0,Adobe Photoshop,07-04-2021,Billing inquiry,0,2,Email,0,0,0
36,1,Canon EOS,11-04-2021,Technical issue,0,2,Social media,0,0,0
42,1,Xbox,11-08-2020,Cancellation request,0,3,Email,0,0,0
58,0,Apple AirPods,30-11-2020,Refund request,0,0,Phone,0,0,0
36,0,Xbox,20-12-2021,Billing inquiry,2,2,Phone,1,1,5
35,1,GoPro Hero,29-09-2020,Technical issue,1,0,Email,1,0,0
40,1,iPhone,03-06-2021,Billing inquiry,1,1,Phone,1,0,0
70,0,Canon EOS,08-11-2020,Cancellation request,2,2,Phone,1,1,5
60,0,Samsung Soundbar,16-07-2021,Technical issue,1,1,Phone,1,0,0
25,0,Nikon D,15-06-2020,Billing inquiry,0,0,Phone,0,0,0
65,1,LG OLED,14-12-2020,Technical issue,1,2,Chat,1,0,0
69,1,Sony PlayStation,20-11-2021,Refund request,0,0,Phone,0,0,0
34,1,Canon DSLR Camera,14-06-2020,Product inquiry,2,3,Phone,1,1,5
18,0,Samsung Soundbar,12-10-2021,Cancellation request,2,0,Chat,1,1,1
18,1,Sony Xperia,30-09-2021,Refund request,1,1,Email,1,0,0
18,1,Samsung Soundbar,05-06-2020,Product inquiry,1,3,Email,1,0,0
52,0,Amazon Echo,18-04-2021,Product inquiry,0,1,Email,0,0,0
63,0,Samsung Galaxy,26-06-2020,Product inquiry,1,3,Social media,1,0,0
21,0,Fitbit Versa Smartwatch,06-10-2020,Cancellation request,2,3,Social media,1,1,1
62,0,GoPro Hero,12-04-2021,Technical issue,2,3,Email,1,1,5
44,1,GoPro Action Camera,07-07-2020,Billing inquiry,1,0,Chat,1,0,0
26,1,Amazon Kindle,30-07-2021,Billing inquiry,1,1,Phone,1,0,0
52,1,Google Pixel,19-04-2021,Technical issue,2,3,Email,1,1,3
21,0,Samsung Soundbar,27-08-2020,Technical issue,0,3,Email,0,0,0
56,1,GoPro Hero,14-01-2021,Refund request,0,3,Social media,0,0,0
27,1,Canon EOS,27-05-2021,Product inquiry,1,1,Phone,1,0,0
31,1,Nikon D,14-10-2020,Refund request,1,0,Phone,1,0,0
63,1,Amazon Kindle,29-10-2020,Cancellation request,1,0,Social media,1,0,0
34,0,Samsung Soundbar,06-04-2020,Billing inquiry,1,1,Social media,1,0,0
50,1,Microsoft Office,24-08-2021,Technical issue,2,2,Email,1,1,5
63,0,Amazon Echo,14-09-2021,Refund request,1,2,Social media,1,0,0
35,1,Microsoft Surface,23-07-2020,Technical issue,1,3,Phone,1,0,0
25,0,Sony Xperia,21-06-2020,Cancellation request,2,3,Social media,1,1,3
32,0,Canon EOS,13-01-2021,Cancellation request,0,2,Social media,0,0,0
45,0,Roomba Robot Vacuum,16-12-2021,Billing inquiry,2,2,Email,1,1,5
31,1,LG Smart TV,27-03-2021,Cancellation request,1,0,Phone,1,0,0
51,0,Fitbit Versa Smartwatch,05-11-2021,Cancellation request,0,2,Chat,0,0,0
59,1,Philips Hue Lights,19-04-2020,Billing inquiry,1,2,Email,1,0,0
49,1,Sony PlayStation,22-06-2021,Refund request,0,1,Email,0,0,0
43,0,Amazon Kindle,18-02-2020,Technical issue,1,0,Chat,1,0,0
32,0,iPhone,08-06-2020,Billing inquiry,2,2,Email,1,1,4
44,1,Samsung Galaxy,04-06-2020,Product inquiry,1,0,Phone,1,0,0
67,1,Samsung Soundbar,30-12-2020,Billing inquiry,0,3,Social media,0,0,0
32,1,LG Smart TV,12-11-2020,Refund request,1,1,Phone,1,0,0
65,0,Microsoft Office,19-10-2021,Cancellation request,0,3,Phone,0,0,0
34,1,Samsung Soundbar,07-02-2021,Billing inquiry,0,3,Chat,0,0,0
31,0,Sony PlayStation,28-04-2020,Technical issue,2,2,Social media,1,1,1
70,0,Google Nest,24-09-2020,Product inquiry,0,2,Email,0,0,0
43,0,Bose QuietComfort,28-06-2020,Billing inquiry,2,0,Email,1,1,3
70,1,Nikon D,28-10-2021,Billing inquiry,2,2,Social media,1,1,2
35,0,Fitbit Versa Smartwatch,06-04-2020,Cancellation request,1,2,Phone,1,0,0
45,1,MacBook Pro,08-12-2020,Technical issue,1,0,Phone,1,0,0
50,0,Nest Thermostat,09-01-2020,Refund request,0,3,Email,0,0,0
50,1,Fitbit Versa Smartwatch,20-10-2020,Cancellation request,2,1,Phone,1,1,1
